team,opponent,player,ip,ha,er,bb,hb,so,bf,hr_a,game_id,game_date,season
Boston College,FGCU,Bailey Kendziorski,0.1,4.0,4.0,0.0,0.0,0.0,5.0,1.0,6304778.0,02/07/2025,2025.0
Boston College,FGCU,Kelly Colleran,5.2,2.0,1.0,3.0,0.0,1.0,25.0,0.0,6304778.0,02/07/2025,2025.0
FGCU,Boston College,Victoria Ash,3.1,6.0,3.0,1.0,0.0,2.0,16.0,0.0,6304778.0,02/07/2025,2025.0
FGCU,Boston College,Kendall Wylie,3.0,3.0,1.0,2.0,0.0,1.0,14.0,0.0,6304778.0,02/07/2025,2025.0
FGCU,Boston College,Ana Richiez,0.2,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6304778.0,02/07/2025,2025.0
Indiana St.,FGCU,Hailey Griffin,6.0,6.0,2.0,2.0,1.0,5.0,27.0,0.0,6304779.0,02/07/2025,2025.0
FGCU,Indiana St.,Elana Roush,1.1,2.0,0.0,1.0,0.0,0.0,5.0,0.0,6304779.0,02/07/2025,2025.0
FGCU,Indiana St.,Ana Richiez,2.2,0.0,0.0,4.0,0.0,3.0,12.0,0.0,6304779.0,02/07/2025,2025.0
FGCU,Indiana St.,Allison Sparkman,3.0,2.0,2.0,0.0,0.0,5.0,12.0,0.0,6304779.0,02/07/2025,2025.0
UConn,Elon,Sydnee Koosh,6.0,4.0,2.0,3.0,1.0,3.0,26.0,1.0,6304782.0,02/07/2025,2025.0
UConn,Elon,Amber Bretton,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,6304782.0,02/07/2025,2025.0
Elon,UConn,McKenna McCard,3.0,5.0,2.0,0.0,0.0,2.0,14.0,1.0,6304782.0,02/07/2025,2025.0
Elon,UConn,Taylor Cherry,3.0,6.0,1.0,2.0,1.0,0.0,19.0,0.0,6304782.0,02/07/2025,2025.0
Elon,UConn,Kyra Leonard,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,6304782.0,02/07/2025,2025.0
New Mexico,Houston Christian,McKenna Guest,7.0,4.0,0.0,2.0,0.0,4.0,26.0,0.0,6304784.0,02/07/2025,2025.0
Houston Christian,New Mexico,Leah Hammack,7.0,3.0,1.0,3.0,0.0,5.0,26.0,0.0,6304784.0,02/07/2025,2025.0
Clemson,Fla. Atlantic,Reese Basinger,2.0,6.0,3.0,0.0,0.0,2.0,12.0,1.0,6304787.0,02/07/2025,2025.0
Clemson,Fla. Atlantic,Brooke McCubbin,3.0,3.0,2.0,0.0,1.0,1.0,16.0,0.0,6304787.0,02/07/2025,2025.0
Clemson,Fla. Atlantic,Macey Cintron,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6304787.0,02/07/2025,2025.0
Fla. Atlantic,Clemson,Jaden Martinez,6.0,4.0,1.0,3.0,2.0,10.0,28.0,0.0,6304787.0,02/07/2025,2025.0
Fla. Atlantic,Clemson,Ainsley Lambert,1.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,6304787.0,02/07/2025,2025.0
Iowa St.,FIU,Sami Potvin,2.0,0.0,0.0,2.0,1.0,1.0,9.0,0.0,6304790.0,02/07/2025,2025.0
Iowa St.,FIU,Abby Huhn,1.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,6304790.0,02/07/2025,2025.0
Iowa St.,FIU,Jaiden Ralston,1.1,1.0,1.0,0.0,1.0,0.0,6.0,0.0,6304790.0,02/07/2025,2025.0
Iowa St.,FIU,Lauren Schurman,2.2,4.0,2.0,2.0,0.0,1.0,15.0,0.0,6304790.0,02/07/2025,2025.0
FIU,Iowa St.,Megan Kruger,4.0,6.0,3.0,0.0,0.0,2.0,18.0,0.0,6304790.0,02/07/2025,2025.0
FIU,Iowa St.,Brooke McNichols,4.0,3.0,2.0,2.0,0.0,4.0,18.0,0.0,6304790.0,02/07/2025,2025.0
Nicholls,Alabama St.,Molly Yoo,7.0,8.0,1.0,3.0,1.0,3.0,29.0,0.0,6304792.0,02/07/2025,2025.0
Alabama St.,Nicholls,Kohana Poussan,6.0,11.0,4.0,3.0,0.0,2.0,32.0,0.0,6304792.0,02/07/2025,2025.0
North Ala.,Alabama St.,Emily Simon,7.0,4.0,0.0,1.0,1.0,7.0,27.0,0.0,6304793.0,02/07/2025,2025.0
Jacksonville St.,North Florida,Kat Carter,7.0,5.0,0.0,1.0,0.0,2.0,27.0,0.0,6304795.0,02/07/2025,2025.0
North Florida,Jacksonville St.,Allison Benning,7.0,5.0,1.0,2.0,0.0,8.0,30.0,0.0,6304795.0,02/07/2025,2025.0
Southern Ill.,Auburn,Emma Gipson,4.1,4.0,1.0,2.0,0.0,1.0,19.0,0.0,6304796.0,02/07/2025,2025.0
Southern Ill.,Auburn,McKenzie Newcomb,1.2,4.0,4.0,1.0,1.0,3.0,11.0,1.0,6304796.0,02/07/2025,2025.0
Auburn,Southern Ill.,Malayna Tamborra,2.2,3.0,1.0,1.0,0.0,1.0,11.0,1.0,6304796.0,02/07/2025,2025.0
Auburn,Southern Ill.,Chalea Clemmons,2.2,2.0,0.0,1.0,0.0,4.0,11.0,0.0,6304796.0,02/07/2025,2025.0
Auburn,Southern Ill.,Haley Rainey,1.2,0.0,0.0,0.0,0.0,3.0,5.0,0.0,6304796.0,02/07/2025,2025.0
North Dakota,UNI,Makaela Carr,6.0,7.0,1.0,1.0,1.0,9.0,24.0,0.0,6304797.0,02/07/2025,2025.0
UNI,North Dakota,Anna Wischnowski,7.0,6.0,0.0,1.0,1.0,6.0,28.0,0.0,6304797.0,02/07/2025,2025.0
Omaha,UNI,Alexis Wiggins,2.1,5.0,6.0,3.0,1.0,3.0,15.0,2.0,6304798.0,02/07/2025,2025.0
UNI,Omaha,Carly Goodwin,2.0,6.0,5.0,0.0,0.0,2.0,13.0,2.0,6304798.0,02/07/2025,2025.0
UNI,Omaha,Morgan Vertz,4.0,8.0,3.0,3.0,1.0,3.0,25.0,1.0,6304798.0,02/07/2025,2025.0
UNI,Omaha,Maddy McDermott,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6304798.0,02/07/2025,2025.0
ULM,Lamar University,Victoria Abrams,4.0,3.0,2.0,3.0,0.0,2.0,18.0,0.0,6304799.0,02/07/2025,2025.0
ULM,Lamar University,Bristin Bordeau,2.0,3.0,1.0,1.0,0.0,0.0,10.0,0.0,6304799.0,02/07/2025,2025.0
Lamar University,ULM,Reagan Smith,7.0,5.0,0.0,2.0,0.0,4.0,28.0,0.0,6304799.0,02/07/2025,2025.0
Weber St.,UTSA,Cali McCraw,4.0,4.0,1.0,2.0,0.0,6.0,17.0,0.0,6304800.0,02/07/2025,2025.0
Weber St.,UTSA,Joslynn Veltien,2.2,2.0,1.0,3.0,3.0,2.0,16.0,0.0,6304800.0,02/07/2025,2025.0
UTSA,Weber St.,Madison Collins,2.2,2.0,1.0,0.0,0.0,1.0,9.0,0.0,6304800.0,02/07/2025,2025.0
UTSA,Weber St.,Meredith Schmitt,4.1,3.0,1.0,0.0,0.0,4.0,17.0,0.0,6304800.0,02/07/2025,2025.0
Kansas City,UTEP,Hannah Burks,2.2,4.0,3.0,4.0,1.0,0.0,17.0,0.0,6304801.0,02/07/2025,2025.0
Kansas City,UTEP,Maddie Parker,1.1,4.0,1.0,1.0,0.0,0.0,9.0,0.0,6304801.0,02/07/2025,2025.0
Kansas City,UTEP,Riley Bebb,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,6304801.0,02/07/2025,2025.0
UTEP,Kansas City,Taja Felder,4.0,1.0,2.0,5.0,0.0,2.0,18.0,0.0,6304801.0,02/07/2025,2025.0
UTEP,Kansas City,Anisa Reynolds,3.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,6304801.0,02/07/2025,2025.0
App State,Southern Ill.,Sejal Neas,3.0,5.0,2.0,2.0,1.0,5.0,17.0,1.0,6304802.0,02/07/2025,2025.0
App State,Southern Ill.,Sophie Moshos,4.0,2.0,1.0,1.0,0.0,2.0,15.0,1.0,6304802.0,02/07/2025,2025.0
Southern Ill.,App State,Kiana McDowell,3.1,4.0,3.0,2.0,0.0,3.0,17.0,0.0,6304802.0,02/07/2025,2025.0
Southern Ill.,App State,Kaytee Dahlstrom,3.2,7.0,5.0,2.0,1.0,4.0,22.0,0.0,6304802.0,02/07/2025,2025.0
App State,North Carolina,Sophie Moshos,1.2,6.0,4.0,0.0,0.0,1.0,11.0,1.0,6304803.0,02/07/2025,2025.0
App State,North Carolina,Ava Beamesderfer,3.2,4.0,4.0,1.0,0.0,1.0,19.0,1.0,6304803.0,02/07/2025,2025.0
North Carolina,App State,Makenna Raye Dark,6.0,4.0,0.0,0.0,0.0,6.0,22.0,0.0,6304803.0,02/07/2025,2025.0
Tennessee,Bethune-Cookman,Erin Nuwer,5.0,0.0,0.0,1.0,0.0,8.0,16.0,0.0,6304808.0,02/07/2025,2025.0
Bethune-Cookman,Tennessee,Alyssa Lopez,0.2,4.0,5.0,2.0,1.0,1.0,9.0,1.0,6304808.0,02/07/2025,2025.0
Bethune-Cookman,Tennessee,Halyne Gonzalez,2.1,4.0,3.0,3.0,1.0,1.0,15.0,1.0,6304808.0,02/07/2025,2025.0
Pittsburgh,Kentucky,Kyra Pittman,2.0,3.0,3.0,1.0,1.0,2.0,11.0,0.0,6304810.0,02/07/2025,2025.0
Pittsburgh,Kentucky,Bekah Duck,4.0,4.0,2.0,4.0,1.0,0.0,20.0,1.0,6304810.0,02/07/2025,2025.0
Kentucky,Pittsburgh,Alexia Lacatena,7.0,4.0,0.0,0.0,0.0,3.0,26.0,0.0,6304810.0,02/07/2025,2025.0
Notre Dame,Kentucky,Brianne Weiss,0.2,3.0,2.0,1.0,1.0,0.0,7.0,0.0,6304811.0,02/07/2025,2025.0
Notre Dame,Kentucky,Kami Kamzik,1.1,3.0,2.0,1.0,0.0,0.0,8.0,0.0,6304811.0,02/07/2025,2025.0
Notre Dame,Kentucky,Shannon Becker,2.0,5.0,2.0,3.0,1.0,0.0,15.0,0.0,6304811.0,02/07/2025,2025.0
Kentucky,Notre Dame,Sydney Langdon,4.0,2.0,2.0,3.0,1.0,0.0,19.0,0.0,6304811.0,02/07/2025,2025.0
Kentucky,Notre Dame,Sarah Haendiges,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6304811.0,02/07/2025,2025.0
Virginia,East Carolina,Savanah Henley,7.0,5.0,2.0,4.0,1.0,7.0,30.0,0.0,6304812.0,02/07/2025,2025.0
East Carolina,Virginia,Kendall Frost,7.0,3.0,2.0,3.0,0.0,5.0,29.0,0.0,6304812.0,02/07/2025,2025.0
Providence,East Carolina,Alannah Hopkins,4.0,6.0,3.0,0.0,0.0,4.0,20.0,0.0,6304813.0,02/07/2025,2025.0
Providence,East Carolina,Alyssa Twomey,2.0,4.0,3.0,1.0,0.0,3.0,11.0,1.0,6304813.0,02/07/2025,2025.0
East Carolina,Providence,Taylor Apple,6.0,6.0,4.0,0.0,2.0,7.0,27.0,0.0,6304813.0,02/07/2025,2025.0
East Carolina,Providence,Kendall Frost,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,6304813.0,02/07/2025,2025.0
Ohio,UConn,Anna Wise,2.1,5.0,0.0,1.0,0.0,1.0,14.0,0.0,6304814.0,02/07/2025,2025.0
Ohio,UConn,Mikie Lieving,1.2,4.0,3.0,2.0,1.0,3.0,13.0,1.0,6304814.0,02/07/2025,2025.0
Ohio,UConn,Skipp Miller,4.0,4.0,3.0,1.0,0.0,6.0,17.0,1.0,6304814.0,02/07/2025,2025.0
UConn,Ohio,Hope Jenkins,7.1,13.0,11.0,4.0,5.0,8.0,47.0,3.0,6304814.0,02/07/2025,2025.0
UConn,Ohio,Stella Kiemele,0.2,3.0,4.0,2.0,0.0,0.0,7.0,0.0,6304814.0,02/07/2025,2025.0
Evansville,Stonehill,S. Weatherford,2.2,4.0,1.0,4.0,0.0,1.0,16.0,0.0,6304815.0,02/07/2025,2025.0
Evansville,Stonehill,Gracie Hollingsworth,3.1,3.0,1.0,0.0,0.0,5.0,15.0,0.0,6304815.0,02/07/2025,2025.0
Stonehill,Evansville,Alexa Hospodar,2.1,7.0,6.0,2.0,0.0,2.0,16.0,2.0,6304815.0,02/07/2025,2025.0
Stonehill,Evansville,Lauren Donovan,3.2,7.0,5.0,0.0,0.0,1.0,18.0,3.0,6304815.0,02/07/2025,2025.0
Stonehill,Evansville,Alex Sciarretto,1.0,2.0,2.0,3.0,0.0,1.0,7.0,0.0,6304815.0,02/07/2025,2025.0
Stonehill,Tennessee Tech,Sarah Taylor,7.0,7.0,3.0,3.0,0.0,1.0,31.0,0.0,6304816.0,02/07/2025,2025.0
Tennessee Tech,Stonehill,Payton Wagner,2.0,6.0,3.0,1.0,0.0,0.0,14.0,0.0,6304816.0,02/07/2025,2025.0
Tennessee Tech,Stonehill,Addison Abell,5.0,7.0,0.0,1.0,0.0,4.0,23.0,0.0,6304816.0,02/07/2025,2025.0
Saint Louis,Santa Clara,Anna Christ,2.0,5.0,2.0,1.0,0.0,3.0,13.0,0.0,6304817.0,02/07/2025,2025.0
Saint Louis,Santa Clara,Taylor Hochman,5.0,3.0,0.0,3.0,0.0,1.0,19.0,0.0,6304817.0,02/07/2025,2025.0
Santa Clara,Saint Louis,Cari Ferguson,6.2,5.0,3.0,5.0,1.0,8.0,30.0,0.0,6304817.0,02/07/2025,2025.0
Santa Clara,Saint Louis,Kendal Manley,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6304817.0,02/07/2025,2025.0
Utah Tech,UC Riverside,Riley Price,4.2,11.0,6.0,4.0,0.0,1.0,28.0,0.0,6304821.0,02/07/2025,2025.0
Utah Tech,UC Riverside,Lexie Wilson,1.1,4.0,2.0,0.0,0.0,1.0,8.0,0.0,6304821.0,02/07/2025,2025.0
UC Riverside,Utah Tech,Brooke Perez,1.1,6.0,5.0,1.0,0.0,0.0,11.0,0.0,6304821.0,02/07/2025,2025.0
UC Riverside,Utah Tech,Lauren Mendez,1.0,1.0,1.0,4.0,0.0,0.0,8.0,0.0,6304821.0,02/07/2025,2025.0
UC Riverside,Utah Tech,Raegan Everett,4.2,4.0,0.0,0.0,0.0,1.0,18.0,0.0,6304821.0,02/07/2025,2025.0
Stony Brook,Iowa St.,Gabrielle Maday,7.0,7.0,2.0,7.0,0.0,7.0,35.0,0.0,6304822.0,02/07/2025,2025.0
Iowa St.,Stony Brook,Jaiden Ralston,2.0,2.0,0.0,3.0,0.0,3.0,12.0,0.0,6304822.0,02/07/2025,2025.0
Iowa St.,Stony Brook,Abby Huhn,2.1,5.0,3.0,0.0,0.0,0.0,12.0,1.0,6304822.0,02/07/2025,2025.0
Iowa St.,Stony Brook,Lauren Schurman,2.2,3.0,0.0,1.0,0.0,5.0,13.0,0.0,6304822.0,02/07/2025,2025.0
UIC,UAB,Alyssa McIntosh,4.0,6.0,7.0,3.0,1.0,0.0,22.0,1.0,6304823.0,02/07/2025,2025.0
UIC,UAB,Talyn Fordham,0.1,1.0,1.0,1.0,1.0,0.0,4.0,0.0,6304823.0,02/07/2025,2025.0
UAB,UIC,Caroline McLendon,5.0,4.0,0.0,3.0,0.0,9.0,22.0,0.0,6304823.0,02/07/2025,2025.0
CSU Bakersfield,Illinois,Maya Rameriez,2.2,3.0,3.0,2.0,0.0,1.0,12.0,0.0,6304826.0,02/07/2025,2025.0
CSU Bakersfield,Illinois,Christal Lopez,1.1,2.0,2.0,3.0,0.0,0.0,11.0,0.0,6304826.0,02/07/2025,2025.0
CSU Bakersfield,Illinois,Kailey Yahya,2.0,2.0,0.0,2.0,0.0,1.0,10.0,0.0,6304826.0,02/07/2025,2025.0
Illinois,CSU Bakersfield,Lauren Wiles,4.0,2.0,0.0,2.0,1.0,4.0,19.0,0.0,6304826.0,02/07/2025,2025.0
Illinois,CSU Bakersfield,Karley Yergler,2.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,6304826.0,02/07/2025,2025.0
Illinois,CSU Bakersfield,Danika Frazier,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,6304826.0,02/07/2025,2025.0
Arkansas,Lipscomb,Reis Beuerlein,4.0,2.0,0.0,1.0,0.0,5.0,15.0,0.0,6304828.0,02/07/2025,2025.0
Arkansas,Lipscomb,Lexi King,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,6304828.0,02/07/2025,2025.0
Lipscomb,Arkansas,Laine Barefoot,1.0,4.0,5.0,2.0,1.0,0.0,10.0,0.0,6304828.0,02/07/2025,2025.0
Lipscomb,Arkansas,Macey Ogle,1.0,3.0,4.0,6.0,0.0,0.0,13.0,1.0,6304828.0,02/07/2025,2025.0
Lipscomb,Arkansas,Ryleigh Sapp,3.0,10.0,10.0,3.0,1.0,1.0,23.0,2.0,6304828.0,02/07/2025,2025.0
Bradley,Arkansas,Hannah Organ,6.0,5.0,2.0,2.0,1.0,1.0,27.0,0.0,6304829.0,02/07/2025,2025.0
Arkansas,Bradley,Payton Burnham,6.1,3.0,1.0,1.0,1.0,8.0,25.0,0.0,6304829.0,02/07/2025,2025.0
Arkansas,Bradley,Cam Harrison,0.2,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6304829.0,02/07/2025,2025.0
Seattle U,Long Beach St.,Avari Morris,4.0,7.0,5.0,3.0,0.0,4.0,22.0,0.0,6304832.0,02/07/2025,2025.0
Seattle U,Long Beach St.,Berkley Vance,2.0,3.0,2.0,1.0,3.0,1.0,13.0,0.0,6304832.0,02/07/2025,2025.0
Long Beach St.,Seattle U,Brynne Nally,6.0,4.0,1.0,4.0,0.0,2.0,25.0,0.0,6304832.0,02/07/2025,2025.0
Long Beach St.,Seattle U,Kate Barnett,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,6304832.0,02/07/2025,2025.0
Minnesota,Utah,Presley Hosick,5.0,1.0,0.0,3.0,0.0,0.0,19.0,0.0,6304833.0,02/07/2025,2025.0
Minnesota,Utah,Sydney Schwartz,1.0,2.0,2.0,1.0,0.0,2.0,6.0,0.0,6304833.0,02/07/2025,2025.0
Utah,Minnesota,Brooklyn Carreon,4.0,3.0,0.0,2.0,1.0,0.0,18.0,0.0,6304833.0,02/07/2025,2025.0
Utah,Minnesota,Shelbee Jones,3.0,1.0,0.0,1.0,0.0,4.0,10.0,0.0,6304833.0,02/07/2025,2025.0
Utah St.,Abilene Christian,Rylie Pindel,5.2,3.0,2.0,2.0,0.0,5.0,23.0,0.0,6304836.0,02/07/2025,2025.0
Abilene Christian,Utah St.,Lina Russo,7.0,11.0,6.0,2.0,0.0,5.0,34.0,3.0,6304836.0,02/07/2025,2025.0
North Texas,Central Mich.,Skylar Savage,6.1,7.0,3.0,3.0,0.0,6.0,28.0,0.0,6304840.0,02/07/2025,2025.0
North Texas,Central Mich.,Anneca Anderson,1.2,1.0,0.0,0.0,0.0,1.0,4.0,0.0,6304840.0,02/07/2025,2025.0
Central Mich.,North Texas,Brooklyn Compau,5.0,4.0,2.0,4.0,1.0,5.0,23.0,0.0,6304840.0,02/07/2025,2025.0
Central Mich.,North Texas,Cierra Laska,3.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,6304840.0,02/07/2025,2025.0
Idaho St.,Utah Valley,Megan Meracle,2.0,2.0,4.0,2.0,3.0,4.0,13.0,0.0,6304841.0,02/07/2025,2025.0
Idaho St.,Utah Valley,Lizzy Tommasini,2.0,1.0,0.0,1.0,1.0,4.0,9.0,0.0,6304841.0,02/07/2025,2025.0
Utah Valley,Idaho St.,Avery Sapp,4.0,6.0,6.0,4.0,1.0,5.0,23.0,1.0,6304841.0,02/07/2025,2025.0
Utah Valley,Idaho St.,Payge Armendariz,2.0,3.0,5.0,4.0,0.0,1.0,12.0,0.0,6304841.0,02/07/2025,2025.0
Utah Valley,Idaho St.,Camryn Davis,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6304841.0,02/07/2025,2025.0
South Dakota St.,SFA,Akayla Barnard,5.0,7.0,4.0,2.0,0.0,7.0,22.0,1.0,6304842.0,02/07/2025,2025.0
South Dakota St.,SFA,Hailey Herman,2.0,2.0,0.0,1.0,0.0,2.0,9.0,0.0,6304842.0,02/07/2025,2025.0
SFA,South Dakota St.,Brooke Gainous,2.1,3.0,4.0,1.0,0.0,0.0,11.0,2.0,6304842.0,02/07/2025,2025.0
SFA,South Dakota St.,Jordyn Ages,3.0,5.0,4.0,2.0,0.0,0.0,16.0,2.0,6304842.0,02/07/2025,2025.0
SFA,South Dakota St.,Reagan Hall,1.2,1.0,1.0,2.0,0.0,0.0,8.0,0.0,6304842.0,02/07/2025,2025.0
Western Caro.,Jacksonville,Tessa Juett,3.0,6.0,5.0,3.0,0.0,4.0,17.0,1.0,6304843.0,02/07/2025,2025.0
Western Caro.,Jacksonville,Makenzie Martin,2.0,4.0,1.0,3.0,0.0,1.0,13.0,0.0,6304843.0,02/07/2025,2025.0
Jacksonville,Western Caro.,Skylar Waggoner,6.0,1.0,0.0,1.0,0.0,5.0,21.0,0.0,6304843.0,02/07/2025,2025.0
Georgetown,Siena,Avery Wissmar,6.0,12.0,5.0,2.0,0.0,5.0,31.0,0.0,6304845.0,02/07/2025,2025.0
Siena,Georgetown,Alissa Eimont,7.0,3.0,0.0,0.0,0.0,4.0,24.0,0.0,6304845.0,02/07/2025,2025.0
Northwestern,Kennesaw St.,Lauren Boyd,5.2,6.0,4.0,0.0,0.0,1.0,23.0,0.0,6304847.0,02/07/2025,2025.0
Northwestern,Kennesaw St.,Renae Cunningham,0.2,2.0,0.0,2.0,0.0,0.0,6.0,0.0,6304847.0,02/07/2025,2025.0
Northwestern,Kennesaw St.,Riley Grudzielanek,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6304847.0,02/07/2025,2025.0
Kennesaw St.,Northwestern,Emma Friedel,1.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0,6304847.0,02/07/2025,2025.0
Kennesaw St.,Northwestern,Leah Jannakos,3.1,4.0,1.0,0.0,1.0,1.0,14.0,0.0,6304847.0,02/07/2025,2025.0
Kennesaw St.,Northwestern,Olivia Tyson,0.1,1.0,1.0,1.0,0.0,0.0,3.0,0.0,6304847.0,02/07/2025,2025.0
Kennesaw St.,Northwestern,Kenley Hilleary,0.2,1.0,0.0,1.0,0.0,0.0,3.0,0.0,6304847.0,02/07/2025,2025.0
SIUE,UMass Lowell,Emma Henderson,6.0,2.0,0.0,1.0,0.0,7.0,21.0,0.0,6304848.0,02/07/2025,2025.0
SIUE,UMass Lowell,McKayla Anderson,1.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,6304848.0,02/07/2025,2025.0
UMass Lowell,SIUE,Jennifer Slanovec,3.1,6.0,2.0,0.0,0.0,4.0,16.0,1.0,6304848.0,02/07/2025,2025.0
UMass Lowell,SIUE,Olivia DeCitise,3.2,4.0,1.0,1.0,0.0,3.0,15.0,0.0,6304848.0,02/07/2025,2025.0
NIU,Wichita St.,Lily Cassell,2.2,6.0,7.0,1.0,1.0,0.0,15.0,3.0,6304849.0,02/07/2025,2025.0
NIU,Wichita St.,Danielle Stewart,2.0,4.0,3.0,1.0,1.0,2.0,14.0,2.0,6304849.0,02/07/2025,2025.0
NIU,Wichita St.,Hannah Bolly,1.1,0.0,0.0,1.0,0.0,1.0,5.0,0.0,6304849.0,02/07/2025,2025.0
Wichita St.,NIU,Alex Aguilar,5.0,7.0,4.0,0.0,1.0,1.0,22.0,0.0,6304849.0,02/07/2025,2025.0
Wichita St.,NIU,Ava Sliger,2.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,6304849.0,02/07/2025,2025.0
Villanova,Abilene Christian,Kelsey White,2.2,6.0,2.0,0.0,0.0,2.0,15.0,0.0,6304850.0,02/07/2025,2025.0
Villanova,Abilene Christian,Lexi Kobryn,3.1,6.0,3.0,2.0,0.0,1.0,18.0,0.0,6304850.0,02/07/2025,2025.0
Villanova,Abilene Christian,Kat Gallant,1.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,6304850.0,02/07/2025,2025.0
Abilene Christian,Villanova,Taylor Haywood,2.2,10.0,8.0,1.0,0.0,1.0,19.0,0.0,6304850.0,02/07/2025,2025.0
Abilene Christian,Villanova,Chase Mueller,4.1,4.0,2.0,1.0,1.0,5.0,18.0,1.0,6304850.0,02/07/2025,2025.0
George Mason,Seton Hall,Abbey Lane,7.0,8.0,2.0,1.0,0.0,0.0,30.0,0.0,6304851.0,02/07/2025,2025.0
Seton Hall,George Mason,Rachael Schumann,3.0,6.0,4.0,3.0,0.0,1.0,17.0,0.0,6304851.0,02/07/2025,2025.0
Seton Hall,George Mason,Kyra Kreuscher,3.0,2.0,3.0,4.0,0.0,2.0,14.0,0.0,6304851.0,02/07/2025,2025.0
Seton Hall,George Mason,Karissa Dupuis,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,6304851.0,02/07/2025,2025.0
Creighton,Coastal Carolina,Brooklyn Patchen,2.1,5.0,3.0,1.0,0.0,0.0,13.0,1.0,6304852.0,02/07/2025,2025.0
Creighton,Coastal Carolina,Abby Rusher,3.2,3.0,1.0,1.0,1.0,4.0,17.0,0.0,6304852.0,02/07/2025,2025.0
Coastal Carolina,Creighton,Nicolette Picone,7.0,6.0,0.0,1.0,2.0,3.0,30.0,0.0,6304852.0,02/07/2025,2025.0
Dayton,Wofford,Izzy Kemp,3.0,2.0,1.0,1.0,0.0,3.0,12.0,0.0,6304853.0,02/07/2025,2025.0
Wofford,Dayton,Abby Greenwood,5.0,7.0,5.0,2.0,0.0,3.0,25.0,1.0,6304853.0,02/07/2025,2025.0
Wofford,Dayton,Natalya Salo,2.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,6304853.0,02/07/2025,2025.0
Army West Point,LMU (CA),Breanna Izzo,5.1,7.0,5.0,3.0,0.0,1.0,26.0,1.0,6304854.0,02/07/2025,2025.0
Army West Point,LMU (CA),Katelyn Flanders,1.2,1.0,0.0,0.0,0.0,3.0,6.0,0.0,6304854.0,02/07/2025,2025.0
LMU (CA),Army West Point,Jessica Hubbard,5.0,4.0,3.0,0.0,0.0,4.0,18.0,0.0,6304854.0,02/07/2025,2025.0
LMU (CA),Army West Point,Lindsey O'Dell,2.0,5.0,3.0,1.0,0.0,1.0,11.0,1.0,6304854.0,02/07/2025,2025.0
Central Mich.,Troy,MacKenzie Langan,5.0,3.0,0.0,0.0,0.0,3.0,20.0,2.0,6304855.0,02/07/2025,2025.0
Central Mich.,Troy,Madison Wendel,0.2,2.0,2.0,0.0,0.0,0.0,4.0,2.0,6304855.0,02/07/2025,2025.0
Central Mich.,Troy,Cierra Laska,0.1,2.0,0.0,0.0,0.0,0.0,3.0,0.0,6304855.0,02/07/2025,2025.0
Troy,Central Mich.,Mya Holt,5.1,5.0,3.0,2.0,0.0,2.0,23.0,0.0,6304855.0,02/07/2025,2025.0
Troy,Central Mich.,Kate Peters,1.2,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6304855.0,02/07/2025,2025.0
Utah Valley,UC Davis,Camryn Davis,4.0,5.0,3.0,2.0,0.0,3.0,17.0,0.0,6304856.0,02/07/2025,2025.0
Utah Valley,UC Davis,Avery Sapp,2.0,3.0,0.0,2.0,0.0,2.0,10.0,0.0,6304856.0,02/07/2025,2025.0
UC Davis,Utah Valley,Caroline Grimes,4.1,3.0,0.0,0.0,0.0,3.0,16.0,0.0,6304856.0,02/07/2025,2025.0
UC Davis,Utah Valley,Ashley Sawai,2.2,2.0,0.0,1.0,1.0,2.0,11.0,0.0,6304856.0,02/07/2025,2025.0
Syracuse,UNCW,Madison Knight,7.0,5.0,0.0,3.0,0.0,10.0,30.0,0.0,6304857.0,02/07/2025,2025.0
